date,T_avg,T_max,T_min,humidity_avg,rain_mm,pressure_avg
2001-06-19,20.377083333333335,29.9,10.9,64.39583333333333,0.0,1017.5854166666667
2001-06-20,20.814583333333335,29.1,9.9,56.8125,0.0,1015.5145833333332
2001-06-21,23.308333333333334,34.0,12.5,56.666666666666664,0.0,1013.0333333333333
2001-06-22,24.33125,34.0,12.6,59.166666666666664,0.0,1012.0083333333333
2001-06-23,24.558333333333334,34.1,14.4,52.083333333333336,0.0,1012.6479166666667
2001-06-24,25.125,35.6,13.4,46.604166666666664,0.0,1015.7687500000001
2001-06-25,27.400000000000002,36.6,16.5,40.8125,0.0,1015.4895833333334
2001-06-26,24.677083333333332,34.0,13.6,54.979166666666664,0.0,1013.1625
2001-06-27,23.491666666666664,31.4,17.9,67.91666666666667,0.0,1013.3020833333334
2001-06-28,22.422916666666666,30.1,16.8,62.979166666666664,0.0,1019.25625
2001-06-29,22.806250000000002,31.6,12.6,64.29166666666667,0.0,1020.6687499999999
2001-06-30,24.629166666666666,33.0,15.2,55.958333333333336,0.0,1022.2729166666667
2001-07-01,24.87291666666667,32.7,14.7,54.0,0.0,1022.5833333333334
2001-07-02,24.625,33.6,16.4,66.39583333333333,0.0,1020.65625
2001-07-03,24.616666666666664,33.0,16.1,63.708333333333336,0.0,1015.74375
2001-07-04,23.37291666666667,29.6,16.2,69.8125,0.0,1009.35
2001-07-05,24.56041666666667,29.5,19.7,73.54166666666667,0.0,1006.9833333333332
2001-07-06,22.329166666666666,29.9,15.5,64.08333333333333,0.2,1009.625
2001-07-07,22.927083333333332,31.9,14.0,48.770833333333336,0.0,1016.7333333333332
2001-07-08,22.452083333333334,30.2,13.1,66.1875,0.0,1017.3000000000001
2001-07-09,21.745833333333334,29.3,17.1,79.125,1.4,1015.4583333333334
2001-07-10,23.212500000000002,32.9,15.5,70.70833333333333,0.0,1016.35
2001-07-11,22.84166666666667,29.8,16.0,76.83333333333333,0.0,1019.9979166666667
2001-07-12,24.427083333333332,30.8,20.6,73.625,0.0,1018.8312500000001
2001-07-13,23.954166666666666,30.4,17.8,73.89583333333333,0.0,1015.1062499999999
2001-07-14,23.59583333333333,31.7,16.1,78.4375,2.0,1010.6708333333332
2001-07-15,19.685416666666665,25.7,16.8,79.79166666666667,18.6,1014.1666666666666
2001-07-16,18.314583333333335,22.4,14.5,77.5625,0.2,1015.9812499999999
2001-07-17,21.56041666666667,29.8,11.7,69.77083333333333,0.0,1012.3479166666666
2001-07-18,20.45625,26.4,14.8,72.52083333333333,0.0,1010.0395833333333
2001-07-19,16.33125,22.1,13.0,81.0625,38.8,1010.9833333333332
2001-07-20,18.970833333333335,27.1,12.5,61.125,0.0,1018.68125
2001-07-21,20.371739130434783,27.9,11.6,71.34782608695652,0.0,1019.6804347826088
2001-07-23,24.939285714285713,30.7,16.8,55.32142857142857,0.0,1014.0285714285714
2001-07-24,22.952083333333334,31.9,15.5,70.41666666666667,0.0,1013.7166666666667
2001-07-25,24.55,32.6,16.0,63.354166666666664,0.0,1014.9479166666666
2001-07-26,24.304444444444446,,,59.111111111111114,0.0,1016.3937500000001
2001-07-27,23.889583333333334,33.1,15.0,59.333333333333336,0.0,1015.84375
2001-07-28,23.802083333333332,32.1,16.1,65.79166666666667,0.0,1018.0729166666666
2001-07-29,24.479166666666668,32.5,16.4,67.58333333333333,0.0,1020.3958333333334
2001-07-30,26.014583333333334,34.8,17.3,61.270833333333336,0.0,1022.15625
2001-07-31,26.358333333333334,36.1,17.6,59.375,0.0,1022.4145833333333
2001-08-01,26.754166666666666,37.1,17.7,56.5625,0.0,1018.8333333333334
2001-08-02,27.329166666666666,35.5,19.6,52.0625,0.0,1014.0041666666666
2001-08-03,24.73125,31.2,19.5,69.08333333333333,0.0,1015.6708333333332
2001-08-04,23.6375,29.7,19.4,75.14583333333333,0.0,1020.0375
2001-08-05,23.875,28.6,20.3,70.89583333333333,0.0,1022.56875
2001-08-06,24.729166666666668,33.1,20.4,71.47916666666667,0.0,1021.5979166666666
2001-08-07,24.931250000000002,32.5,18.7,70.75,0.0,1017.2395833333334
2001-08-08,24.366666666666664,30.9,20.2,72.375,0.0,1014.7229166666666
2001-08-09,23.631249999999998,30.4,18.6,66.6875,0.0,1016.0916666666667
2001-08-10,23.075,30.0,19.1,64.83333333333333,0.0,1021.8312500000001
2001-08-11,23.339583333333334,29.8,19.4,73.52083333333333,0.0,1023.225
2001-08-12,23.51875,29.5,19.4,76.95833333333333,0.0,1020.6520833333334
2001-08-13,23.741666666666664,32.9,17.5,69.125,0.0,1017.2875
2001-08-14,23.93541666666667,32.3,15.3,66.27083333333333,0.0,1016.3770833333333
2001-08-15,24.460416666666664,31.4,16.9,66.91666666666667,0.0,1018.2583333333333
2001-08-16,25.006249999999998,31.4,18.7,60.291666666666664,0.0,1016.6958333333333
2001-08-17,23.20625,31.7,14.7,64.25,0.0,1015.6708333333332
2001-08-18,23.197916666666668,30.1,15.9,74.97916666666667,0.0,1013.21875
2001-08-19,23.379166666666666,30.2,18.0,77.875,0.0,1012.5645833333333
2001-08-20,22.868750000000002,31.4,16.3,74.375,0.0,1015.86875
2001-08-21,23.402083333333334,31.3,15.4,75.27083333333333,0.0,1016.9583333333334
2001-08-22,24.870833333333334,32.6,17.8,72.0,0.0,1018.5625
2001-08-23,25.18958333333333,33.4,17.9,69.47916666666667,0.0,1017.8958333333334
2001-08-24,25.65625,,,64.22916666666667,0.2,1016.8833333333333
2001-08-25,24.366666666666664,33.4,15.0,62.3125,0.0,1017.2770833333334
2001-08-26,24.3125,34.0,14.8,59.333333333333336,0.0,1017.65625
2001-08-27,24.431111111111115,,,58.08888888888889,0.0,1017.1104166666668
2001-08-28,24.708333333333332,36.6,13.6,54.104166666666664,0.0,1014.2166666666667
2001-08-29,24.868750000000002,36.2,14.9,62.8125,0.0,1011.0
2001-08-30,22.75208333333333,30.0,17.5,71.54166666666667,1.4,1014.2895833333333
2001-08-31,20.65,28.1,15.6,77.875,0.2,1015.6708333333332
2001-09-01,19.26875,26.5,12.8,63.416666666666664,0.0,1017.13125
2001-09-02,20.431250000000002,28.9,13.6,70.08333333333333,0.0,1017.3249999999999
2001-09-03,21.539583333333336,27.9,15.9,77.16666666666667,0.0,1016.2958333333332
2001-09-04,21.041666666666668,29.0,15.4,74.35416666666667,0.0,1016.7458333333334
2001-09-05,20.691666666666666,27.0,16.1,62.8125,0.0,1018.38125
2001-09-06,19.716666666666665,27.4,12.1,74.6875,0.0,1016.2854166666666
2001-09-07,21.510416666666668,31.4,15.0,57.729166666666664,0.0,1017.8333333333334
2001-09-08,22.1875,32.9,13.4,59.895833333333336,0.0,1018.3895833333332
2001-09-09,20.627083333333335,30.2,13.9,70.14583333333333,0.0,1015.03125
2001-09-10,18.489583333333332,22.9,15.3,69.64583333333333,0.0,1016.3249999999999
2001-09-11,16.5,22.1,11.3,78.04166666666667,0.0,1018.2541666666666
2001-09-12,17.208333333333332,25.6,9.3,75.91666666666667,0.0,1019.9916666666667
2001-09-13,20.020833333333332,28.4,12.3,76.125,0.0,1016.8291666666668
2001-09-14,20.470833333333335,28.9,16.4,74.10416666666667,0.0,1012.2624999999999
2001-09-15,19.868750000000002,28.9,14.0,59.895833333333336,0.0,1017.3729166666667
2001-09-16,18.027083333333334,26.4,9.4,75.41666666666667,0.6,1017.1916666666666
2001-09-17,16.845833333333335,24.3,10.7,73.1875,14.200000000000001,1013.1333333333333
2001-09-18,14.743749999999999,22.2,8.6,73.5625,0.0,1015.1458333333334
2001-09-19,15.762500000000001,22.9,9.4,79.4375,0.0,1016.3979166666667
2001-09-20,16.904166666666665,22.9,12.5,82.47916666666667,0.0,1017.6395833333332
2001-09-21,17.96875,26.4,11.3,78.0,0.0,1015.3354166666667
2001-09-22,17.879166666666666,24.0,13.2,89.72916666666667,19.8,1008.6791666666667
2001-09-23,18.058333333333334,25.3,13.0,81.5,3.2,1003.3354166666667
2001-09-24,16.547916666666666,22.6,12.2,78.95833333333333,0.0,1011.3666666666667
2001-09-25,16.441463414634146,25.2,11.7,78.73170731707317,0.0,1017.4000000000001
2001-09-26,16.6375,24.3,10.7,78.22916666666667,0.0,1017.8291666666668
2001-09-27,16.60625,24.9,9.7,81.29166666666667,0.0,1014.9479166666666
2001-09-28,15.733333333333334,20.9,13.2,93.72916666666667,7.2,1012.25625
2001-09-29,17.233333333333334,25.3,14.6,93.29166666666667,3.2,1010.2916666666666
2001-09-30,18.099999999999998,24.4,14.5,88.72916666666667,0.0,1014.0083333333333
2001-10-01,19.064583333333335,27.2,12.9,83.9375,0.0,1015.6583333333333
2001-10-02,19.422916666666666,26.5,15.1,83.58333333333333,0.0,1015.4729166666666
2001-10-03,19.858333333333334,28.0,13.1,83.39583333333333,0.0,1012.4583333333334
2001-10-04,18.46923076923077,,14.9,82.84615384615384,0.0,1013.0653846153847
2001-10-05,19.408333333333335,25.5,15.7,86.875,0.0,1009.6437500000001
2001-10-06,20.516666666666666,28.7,13.8,72.4375,0.0,1008.6687499999999
2001-10-07,20.102083333333333,26.7,13.5,54.854166666666664,0.0,1009.9187499999999
2001-10-08,18.3,25.6,11.1,58.125,0.0,1010.6374999999999
2001-10-09,16.150000000000002,25.7,9.7,80.47916666666667,29.0,1011.0
2001-10-10,15.166666666666666,19.0,11.8,90.79166666666667,0.0,1020.2229166666666
2001-10-11,16.085416666666667,25.0,10.2,85.75,0.0,1025.0687500000001
2001-10-12,17.883333333333333,27.6,11.2,74.64583333333333,0.0,1022.0916666666667
2001-10-13,16.287499999999998,25.0,11.8,85.72916666666667,1.4,1019.8583333333332
2001-10-14,17.470833333333335,26.0,11.1,83.125,0.0,1016.4145833333333
2001-10-15,16.183333333333334,25.9,10.7,78.5,0.0,1015.1687499999999
2001-10-16,16.458333333333332,26.7,8.6,77.0625,0.0,1019.8666666666667
2001-10-17,16.002083333333335,23.1,8.7,85.33333333333333,0.0,1015.6666666666666
2001-10-18,17.577083333333334,26.2,11.7,84.10416666666667,39.4,1010.4020833333334
2001-10-19,16.256249999999998,22.9,10.0,91.85416666666667,16.599999999999998,1006.9333333333334
2001-10-20,15.535416666666668,21.7,9.7,88.625,30.2,1003.1645833333333
2001-10-21,14.362499999999999,21.8,7.9,72.45833333333333,0.0,1009.2687500000001
2001-10-22,14.13125,24.6,6.5,78.22916666666667,0.0,1012.99375
2001-10-23,14.839583333333332,24.2,8.2,79.4375,0.0,1016.4229166666668
2001-10-24,12.833333333333334,22.8,6.5,81.60416666666667,0.0,1024.2833333333333
2001-10-25,12.602083333333333,23.8,5.2,83.25,0.0,1023.0270833333334
2001-10-26,12.59375,22.5,4.8,88.77083333333333,0.0,1018.0895833333334
2001-10-27,14.758333333333333,22.5,10.4,91.125,0.0,1018.30625
2001-10-28,17.027083333333334,23.8,13.2,88.125,0.0,1022.0729166666666
2001-10-29,17.0625,26.3,11.5,86.02083333333333,0.0,1023.9333333333334
2001-10-30,15.799999999999999,27.0,7.9,84.35416666666667,0.0,1022.2333333333332
2001-10-31,16.35,22.3,13.3,91.95238095238095,0.0,1024.7642857142857
2001-11-01,15.924999999999999,22.4,10.3,71.58333333333333,0.0,1025.83125
2001-11-02,12.583333333333334,21.0,5.3,68.77083333333333,0.0,1029.075
2001-11-03,10.268749999999999,21.7,2.4,81.875,0.0,1028.9854166666667
2001-11-04,10.916666666666666,20.7,6.2,86.72916666666667,0.0,1023.50625
2001-11-05,9.695833333333333,14.6,5.7,90.77083333333333,0.0,1020.53125
2001-11-06,9.072916666666666,16.1,3.9,84.64583333333333,0.0,1022.2062500000001
2001-11-07,8.433333333333334,16.8,1.8,79.375,0.0,1023.0083333333333
2001-11-08,10.633333333333333,16.0,4.0,78.58333333333333,0.0,1012.7520833333333
2001-11-09,8.158333333333333,14.1,2.1,49.875,0.0,1007.4354166666667
2001-11-10,4.972916666666666,13.5,-4.6,53.770833333333336,0.0,1011.75625
2001-11-11,6.879166666666666,9.2,4.1,65.45833333333333,11.6,1006.7083333333334
2001-11-12,8.839583333333334,14.8,4.7,57.208333333333336,0.2,1008.9395833333333
2001-11-13,11.96875,19.2,8.4,58.75,0.0,1008.3666666666667
2001-11-14,9.34375,14.8,6.4,68.35416666666667,0.0,1009.96875
2001-11-15,7.1000000000000005,10.4,4.9,77.375,23.8,1015.4020833333334
2001-11-16,9.470833333333333,12.7,6.0,88.72916666666667,17.8,1023.80625
2001-11-17,8.652083333333334,11.2,4.4,96.54166666666667,21.8,1023.9833333333332
2001-11-18,6.7,11.6,3.4,95.6875,0.2,1019.4145833333333
2001-11-19,8.831249999999999,15.2,5.6,84.02083333333333,0.0,1017.4895833333334
2001-11-20,5.29375,13.3,1.1,92.35416666666667,0.0,1024.4291666666666
2001-11-21,4.120833333333334,15.7,0.0,94.0,0.0,1030.3541666666667
2001-11-22,4.25,14.5,-0.3,86.35416666666667,0.0,1027.3291666666667
2001-11-23,4.6312500000000005,11.4,-0.4,84.41666666666667,0.0,1022.1374999999999
2001-11-24,4.660416666666666,12.4,-1.0,84.04166666666667,0.0,1024.0062500000001
2001-11-25,5.683333333333334,15.0,0.2,86.5,0.0,1019.93125
2001-11-26,5.172916666666667,12.0,0.0,88.08333333333333,0.0,1014.7333333333332
2001-11-27,5.322916666666667,9.5,-0.4,90.5,0.0,
2001-11-28,3.4886363636363638,11.4,-0.6,83.79545454545455,0.0,1029.759090909091
2001-11-29,4.8875,12.4,-1.1,89.16666666666667,0.0,1031.7875000000001
2001-11-30,6.210416666666667,13.2,0.5,88.58333333333333,0.0,1028.41875
2001-12-01,7.977083333333333,18.9,0.9,87.83333333333333,0.0,1026.8166666666666
2001-12-02,5.70625,9.8,3.2,97.20833333333333,0.0,1028.89375
2001-12-03,8.364583333333334,16.7,3.5,90.25,0.0,1030.5874999999999
2001-12-04,7.1625000000000005,11.5,3.1,89.14583333333333,0.0,1032.21875
2001-12-05,5.991666666666667,16.8,0.8,89.3125,0.0,1034.4083333333333
2001-12-06,5.1937500000000005,16.7,0.8,91.64583333333333,0.0,1033.5354166666666
2001-12-07,5.554166666666667,17.2,0.2,90.5625,0.0,1030.66875
2001-12-08,5.708333333333333,16.2,0.0,90.27083333333333,0.0,1033.9875
2001-12-09,4.925,15.7,-0.6,88.9375,0.0,1036.4437500000001
2001-12-10,3.095833333333333,12.2,-2.4,83.85416666666667,0.0,1038.1791666666666
2001-12-11,1.0625,12.7,-3.5,85.83333333333333,0.0,1035.3791666666666
2001-12-12,0.020833333333333388,12.5,-6.0,86.8125,0.0,1027.91875
2001-12-13,0.7416666666666667,11.0,-5.1,83.83333333333333,0.2,1022.3270833333332
2001-12-14,-1.0875000000000001,0.6,-4.1,97.91666666666667,7.4,1022.9645833333334
2001-12-15,-0.23958333333333334,1.5,-1.4,95.14583333333333,7.3999999999999995,1025.1541666666667
2001-12-16,-1.7104166666666665,1.8,-7.2,84.8125,0.0,1028.5104166666667
2001-12-17,-3.220833333333333,3.5,-10.7,90.39583333333333,0.0,1034.1645833333334
2001-12-18,-0.26875,3.4,-2.8,92.70833333333333,0.0,1035.6208333333334
2001-12-19,-0.8624999999999999,8.4,-3.8,94.52083333333333,0.0,1036.0958333333333
2001-12-20,-0.8770833333333333,9.0,-4.8,91.25,0.0,1030.29375
2001-12-21,-2.8874999999999997,4.6,-6.6,91.10416666666667,0.0,1029.6958333333334
2001-12-22,-4.54375,3.1,-9.0,90.83333333333333,0.0,1023.7229166666666
2001-12-23,-2.88125,2.3,-9.1,89.75,0.0,1019.0208333333334
2001-12-24,-3.4145833333333333,3.2,-8.4,82.39583333333333,0.0,1025.0729166666667
2001-12-25,-5.10625,4.2,-11.3,78.16666666666667,0.0,1023.7895833333333
2001-12-26,-3.9770833333333333,6.8,-9.5,84.02083333333333,0.0,1020.93125
2001-12-27,-3.3863636363636362,6.1,-8.8,92.36363636363636,0.0,1027.0
2001-12-28,0.47916666666666674,7.5,-5.5,87.5625,0.0,1025.9645833333332
2001-12-29,2.7541666666666664,13.4,-3.5,74.58333333333333,0.0,1018.2104166666667
2001-12-30,5.175,8.2,1.1,75.20833333333333,0.0,1014.0437499999999
2001-12-31,4.385416666666667,7.7,1.0,94.22916666666667,2.6,1021.0729166666666
2002-01-01,3.2291666666666665,,,96.45833333333333,0.2,1033.7124999999999
2002-01-02,4.164583333333334,5.0,3.1,96.41666666666667,5.6,1031.2020833333333
2002-01-03,5.379166666666666,9.0,4.1,98.64583333333333,5.4,1023.0124999999999
2002-01-04,7.01875,8.8,5.2,91.3125,1.6,1029.8166666666666
2002-01-05,5.554166666666667,7.8,1.6,96.14583333333333,0.0,1035.3729166666667
2002-01-06,3.88125,10.0,0.3,94.9375,0.0,1034.0354166666666
2002-01-07,4.508333333333334,6.8,1.7,89.47916666666667,0.0,1026.7041666666667
2002-01-08,4.4750000000000005,7.7,2.7,94.25,2.5999999999999996,1031.0062500000001
2002-01-09,5.389583333333333,12.9,1.6,93.9375,0.0,1036.29375
2002-01-10,5.533333333333334,10.5,2.6,91.125,0.2,1035.9020833333334
2002-01-11,3.0812500000000003,10.7,-1.5,95.14583333333333,0.0,1035.9770833333334
2002-01-12,3.029166666666667,15.8,-3.0,87.14583333333333,0.0,1034.4833333333333
2002-01-13,2.90625,9.2,-1.9,88.97916666666667,0.0,1030.4270833333333
2002-01-14,4.741666666666666,12.3,-0.6,90.29166666666667,0.2,1027.3666666666666
2002-01-15,4.110416666666667,7.7,0.0,92.91666666666667,0.0,1023.8833333333333
2002-01-16,4.08125,15.7,-2.5,82.10416666666667,0.0,1023.5604166666667
2002-01-17,1.11875,13.4,-5.1,83.27083333333333,0.0,1025.7416666666666
2002-01-18,1.01875,13.1,-4.8,87.3125,0.0,1026.1666666666667
2002-01-19,1.5833333333333333,9.8,-2.3,90.4375,0.0,1028.3270833333333
2002-01-20,2.316666666666667,15.1,-4.0,86.125,0.0,1032.1979166666667
2002-01-21,4.75,17.1,-3.9,87.35416666666667,0.0,1026.2749999999999
2002-01-22,6.466666666666666,14.4,-0.2,82.02083333333333,0.0,1021.525
2002-01-23,6.441666666666666,16.9,-0.8,87.29166666666667,8.0,1016.8083333333334
2002-01-24,9.829166666666667,14.9,3.5,68.27083333333333,0.0,1017.5395833333333
2002-01-25,6.645833333333333,15.7,0.9,79.52083333333333,0.0,1026.9895833333333
2002-01-26,7.304166666666667,19.5,-0.5,82.625,0.0,1030.1916666666666
2002-01-27,10.104166666666666,18.0,2.0,71.625,0.0,1029.45625
2002-01-28,5.353488372093023,19.3,-1.1,86.37209302325581,0.0,1032.7093023255813
2002-01-29,6.495833333333334,21.3,-1.4,83.52083333333333,0.0,1031.6333333333334
2002-01-30,6.416666666666667,16.2,-0.1,86.97916666666667,0.0,1028.1583333333333
2002-01-31,6.377083333333334,13.6,1.8,88.70833333333333,0.0,1026.8
2002-02-01,5.622916666666666,17.7,0.3,87.27083333333333,0.0,1030.9604166666666
2002-02-02,4.9624999999999995,16.0,-2.6,85.54166666666667,0.0,1031.1854166666667
2002-02-03,5.395652173913043,14.5,-2.5,89.45652173913044,0.0,1028.486956521739
2002-02-04,7.197916666666667,17.2,2.0,84.58333333333333,0.0,1027.0270833333334
2002-02-05,7.933333333333334,18.7,0.2,82.04166666666667,0.7999999999999999,1019.6479166666667
2002-02-06,9.28125,14.1,5.8,64.25,0.4,1012.025
2002-02-07,8.495833333333334,16.5,0.4,53.875,0.0,1020.6062499999999
2002-02-08,5.377083333333334,17.9,-2.4,73.91666666666667,0.0,1029.8333333333333
2002-02-09,7.314583333333334,19.7,-1.3,75.58333333333333,0.0,1024.9395833333333
2002-02-10,8.1875,19.3,0.7,82.52083333333333,0.0,1024.23125
2002-02-11,7.395833333333333,19.6,2.6,90.22916666666667,0.0,1023.7729166666667
2002-02-12,8.377083333333333,22.4,0.2,80.70833333333333,0.0,1025.125
2002-02-13,7.75,19.5,0.0,85.16666666666667,0.0,1021.4208333333332
2002-02-14,6.928260869565217,14.3,1.9,85.63157894736842,0.6000000000000001,1013.7608695652174
2002-02-15,7.21875,13.8,0.9,73.27083333333333,0.0,1017.6708333333332
2002-02-16,5.064583333333333,7.5,4.1,94.70833333333333,5.4,1021.3916666666668
2002-02-17,4.39375,10.2,-0.2,90.5,0.0,1020.7791666666667
2002-02-18,4.8625,13.8,-0.6,83.83333333333333,0.0,1024.10625
2002-02-19,4.520833333333333,15.8,-1.9,81.3125,0.0,1030.2166666666667
2002-02-20,7.033333333333334,13.8,-1.5,69.0625,0.0,1022.9583333333334
2002-02-21,8.143749999999999,14.5,1.0,57.520833333333336,0.0,1014.0958333333333
2002-02-22,9.65,18.5,4.0,56.333333333333336,0.0,1019.375
2002-02-23,11.116666666666667,20.3,2.9,71.70833333333333,0.0,1019.1770833333334
2002-02-24,11.922916666666666,19.4,7.9,73.1875,0.0,1019.63125
2002-02-25,10.508333333333333,18.7,4.8,79.77083333333333,0.0,1019.9791666666666
2002-02-26,9.989583333333334,20.1,2.2,69.66666666666667,0.0,1017.8375
2002-02-27,13.43953488372093,21.4,4.3,55.372093023255815,0.0,1015.9162790697675
2002-02-28,11.706249999999999,16.5,9.0,76.875,0.0,1016.0729166666666
2002-03-01,11.387500000000001,15.5,8.9,86.79166666666667,0.0,1010.0208333333334
2002-03-02,8.060416666666667,11.5,3.3,91.58333333333333,5.8,1012.5812500000001
2002-03-03,5.21875,12.9,0.5,86.375,0.0,1019.3874999999999
2002-03-04,6.8687499999999995,15.1,-0.8,75.22916666666667,0.8,1013.625
2002-03-05,7.804166666666667,10.5,6.1,95.5,18.6,1004.9041666666667
2002-03-06,8.893749999999999,14.9,5.0,78.875,0.0,1014.1791666666667
2002-03-07,8.96875,15.8,3.9,83.60416666666667,0.0,1023.25
2002-03-08,9.770833333333334,20.8,2.1,81.5,0.0,1023.0520833333334
2002-03-09,10.331249999999999,20.1,3.0,79.3125,0.0,1020.7354166666668
2002-03-10,11.322916666666666,19.9,3.0,75.9375,0.0,1021.6166666666667
2002-03-11,9.654166666666667,17.0,1.9,83.1875,0.0,1021.9458333333333
2002-03-12,12.0375,16.6,7.0,86.97916666666667,0.0,1019.5541666666667
2002-03-13,12.652083333333332,20.0,5.1,75.5625,0.8,1013.2145833333334
2002-03-14,10.262500000000001,17.0,3.4,78.64583333333333,1.2,1010.8958333333334
2002-03-15,11.339583333333332,19.3,3.8,67.0625,0.0,1014.3666666666667
2002-03-16,9.879166666666666,18.2,2.8,81.22916666666667,0.0,1015.6625
2002-03-17,10.735416666666666,15.2,6.0,88.0625,0.4,1016.4333333333334
2002-03-18,14.160416666666668,19.3,6.3,61.416666666666664,0.0,1017.8583333333332
2002-03-19,16.1125,24.7,9.8,62.166666666666664,0.0,1023.5958333333333
2002-03-20,15.143749999999999,26.0,6.9,72.10416666666667,0.0,1028.3958333333333
2002-03-21,15.277083333333332,28.6,5.2,71.25,0.0,1028.5208333333333
2002-03-22,14.4625,22.7,6.4,74.85416666666667,0.0,1027.2395833333333
2002-03-23,13.589583333333332,21.5,7.3,76.66666666666667,0.0,1023.46875
2002-03-24,10.266666666666667,17.8,4.9,74.52083333333333,0.0,1023.3000000000001
2002-03-25,10.25625,15.1,5.8,75.9375,0.0,1022.6708333333332
2002-03-26,11.222916666666668,17.1,5.6,75.625,0.0,1023.6020833333333
2002-03-27,7.823076923076924,15.8,3.5,82.61538461538461,0.0,1019.7743589743588
2002-03-28,9.329166666666667,15.5,5.0,65.33333333333333,0.0,1015.4666666666667
2002-03-29,7.59375,9.3,6.4,87.02083333333333,4.6000000000000005,1015.6583333333333
2002-03-30,9.091666666666667,16.2,2.4,84.0625,0.0,1018.9291666666667
2002-03-31,11.045833333333334,19.3,4.0,80.75,0.0,1016.4625
2002-04-01,12.112499999999999,20.4,4.7,73.47916666666667,0.0,1012.6687499999999
2002-04-02,9.081249999999999,14.7,5.4,83.125,1.6,1006.6854166666667
2002-04-03,8.858333333333333,10.9,6.7,90.04166666666667,49.4,996.4270833333334
2002-04-04,11.289583333333333,18.1,6.9,69.91666666666667,3.2,999.5583333333334
2002-04-05,11.047916666666666,19.9,4.5,61.520833333333336,0.0,1001.1770833333334
2002-04-06,10.956249999999999,18.3,2.3,82.39583333333333,0.4,999.1479166666667
2002-04-07,12.18125,16.9,10.4,91.125,30.2,1002.9187499999999
2002-04-08,12.033333333333333,16.2,9.9,91.58333333333333,0.6000000000000001,1004.3208333333333
2002-04-09,13.329166666666666,21.5,7.6,79.875,0.0,1005.6583333333333
2002-04-10,8.829166666666667,12.4,5.8,86.89583333333333,31.2,998.9499999999999
2002-04-11,11.320833333333333,17.1,6.6,90.125,3.5999999999999996,989.1458333333334
2002-04-12,10.90625,13.8,8.3,91.6875,2.0,989.6604166666666
2002-04-13,12.258333333333333,18.8,8.5,74.8125,0.6,996.0333333333333
2002-04-14,9.393749999999999,13.0,7.0,82.625,0.2,1006.4333333333334
2002-04-15,8.679166666666667,15.8,5.4,81.72916666666667,1.0,1010.8020833333334
2002-04-16,10.566666666666666,16.2,6.2,78.91666666666667,0.0,1012.5208333333334
2002-04-17,10.991666666666667,18.8,3.3,79.20833333333333,0.0,1012.7645833333332
2002-04-18,11.214583333333332,19.4,3.2,78.66666666666667,0.0,1015.3833333333333
2002-04-19,12.143749999999999,19.5,7.0,85.16666666666667,4.0,1017.9166666666666
2002-04-20,11.897916666666667,19.0,6.6,82.75,0.2,1020.5979166666666
2002-04-21,11.8125,19.7,4.6,78.52083333333333,0.0,1023.0583333333334
2002-04-22,13.204166666666666,23.2,3.5,67.91666666666667,0.0,1025.3625
2002-04-23,13.726086956521739,25.1,4.3,67.3695652173913,0.0,1023.7804347826087
2002-04-24,14.839583333333332,25.4,4.9,64.91666666666667,0.0,1020.4729166666666
2002-04-25,16.460416666666667,26.4,6.3,64.47916666666667,0.0,1017.8312500000001
2002-04-26,16.689583333333335,25.8,8.2,69.52083333333333,0.0,1014.36875
2002-04-27,15.237499999999999,20.3,11.4,78.875,0.0,1013.9125
2002-04-28,14.160416666666668,19.7,8.2,86.58333333333333,0.0,1010.15625
2002-04-29,14.006250000000001,21.3,7.9,80.0,0.0,1014.4979166666667
2002-04-30,13.956249999999999,21.5,5.6,77.625,0.0,1013.7395833333334
2002-05-01,13.654166666666667,16.2,11.1,91.29166666666667,0.0,1007.8895833333332
2002-05-02,10.793750000000001,13.1,8.2,89.29166666666667,4.0,1004.9458333333333
2002-05-03,9.737499999999999,15.5,5.1,87.04166666666667,6.4,1006.3125
2002-05-04,11.572916666666666,20.4,4.7,64.02083333333333,0.0,1013.1520833333334
2002-05-05,10.254166666666666,15.3,4.2,77.54166666666667,0.0,1014.6520833333334
2002-05-06,9.145833333333334,14.5,3.5,79.6875,3.0,1013.0708333333333
2002-05-07,10.485416666666667,14.6,6.4,85.91666666666667,15.0,1004.6520833333334
2002-05-08,13.206249999999999,16.8,10.9,89.08333333333333,9.200000000000001,1000.0729166666666
2002-05-09,12.916666666666666,17.5,9.5,88.29166666666667,0.2,1003.3145833333333
2002-05-10,12.833333333333334,16.1,9.8,86.8125,1.4,1007.6479166666667
2002-05-11,10.808333333333332,12.0,10.3,98.60416666666667,16.4,1011.1437500000001
2002-05-12,14.793750000000001,22.2,8.3,69.66666666666667,0.0,1013.9125
2002-05-13,15.272916666666667,23.7,6.0,69.27083333333333,0.0,1014.3541666666666
2002-05-14,16.575,23.9,8.8,72.10416666666667,0.0,1020.4604166666667
2002-05-15,16.995833333333334,25.4,8.3,70.85416666666667,0.0,1022.4416666666666
2002-05-16,17.26875,25.3,8.2,67.04166666666667,0.0,1019.4020833333334
2002-05-17,17.722916666666666,24.8,9.9,63.041666666666664,0.0,1012.2270833333333
2002-05-18,16.1125,25.1,8.9,67.85416666666667,0.0,1014.6895833333333
